"value"
"https://www.iribnews.ir/fa/news/2754218/کاهش-شاخص-سهام-در-بورس-نیویورک "
"https://www.iribnews.ir/fa/news/2754216/خود-کامگی-دلیل-ریشه-ای-نشست-امروز-است"
"https://www.iribnews.ir/fa/news/2754204/هشدار-رئیس-بانک-مرکزی-آمريکا-درباره-اوضاع-اقتصادی"
"https://www.iribnews.ir/fa/news/2754192/ايران-پيشنهاد-کمک-براي-مقابله-با-کرونا-را-رد-کرد"
"https://www.iribnews.ir/fa/news/2754185/درخواست-سازمان-ملل-براي-همکاري-اقتصادي-جهاني-با-ايران"
"https://www.iribnews.ir/fa/news/2754169/افزایش-فوتی‌ها-در-آمریکا-به-بیش-از-۱۲۶-هزار-نفر"
"https://www.iribnews.ir/fa/news/2754147/درگیری-لفظی-میان-نتانیاهو-و-گانتس"
"https://www.iribnews.ir/fa/news/2754134/انتخاب-مامای-مازندرانی-به-عنوان-مامای-منتخب-جهانی"
"https://www.iribnews.ir/fa/news/2754127/قیمت-تنها-داروی-مجاز-اضطراری-برای-درمان-کرونا-اعلام-شد"
"https://www.iribnews.ir/fa/news/2754116/تاکید-چین-بر-لغو-تحریم-تسلیحاتی-ایران"
"https://www.iribnews.ir/fa/news/2754112/استعفای-قاضی-صادرکننده-حکم-علیه-سفیر-آمریکا-در-لبنان"
"https://www.iribnews.ir/fa/news/2754108/تنظیم-قطب‌نمای-حقوق-بشری-آمریکا-براساس-منافع-اقلیت"
"https://www.iribnews.ir/fa/news/2754096/اتحادیه-اروپا-مرزهایش-را-با-۱۵-کشور-جهان-باز-کرد"
"https://www.iribnews.ir/fa/news/2754082/حضور-برای-او-در-جشنواره-بین‌المللی-فیلم-آمریکا"
"https://www.iribnews.ir/fa/news/2754077/ترامپ-بازداشت-می‌شود"
"https://www.iribnews.ir/fa/news/2754049/رژیم-حاکم-بر-امریکا-در-حال-غرق-شدن-در-منجلاب-است"
"https://www.iribnews.ir/fa/news/2754047/سازمان-جهانی-بهداشت-به-بازگشایی-مرز‌های-اروپا-خوش-بین-نیست"
